7;426
8;903
9;1.485
10;1.434
11;1.313
12;1.316
13;1.378
14;1.422
15;1.548
16;1.615
17;1.525
18;1.492
19;1.630
20;1.565
21;1.375
22;1.180
23;892
24;517
1;210
2;103
3;58
4;38
5;44
6;134
